duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,label
4.692680899768591,tcp,private,REJ,822,4036,0,0,0,28,234,0.4051026945275664,0.8940943025332507,0.655173714524338,0.01914486799683668,133,22,0.15177540985110205,0.244161608716153,0
30.101214309175212,udp,domain,REJ,943,4688,0,0,0,260,51,0.9061110021324971,0.9464565131504055,0.26023659798522936,0.7791025863957868,70,193,0.8895766183304922,0.5980091173287496,0
13.167456935454494,icmp,domain,S0,4425,3111,0,0,0,406,306,0.32149570124788196,0.8925582274864745,0.1594922625413583,0.6096974251526159,113,212,0.9439282834764579,0.38510260282302966,0
9.129425537759532,icmp,smtp,S0,774,1324,0,0,0,76,262,0.4764369863437916,0.4194479939573136,0.16046261427122643,0.6996395696221217,107,150,0.7658290392349099,0.8548057787992615,1
1.6962487046234629,icmp,domain,SF,2198,317,0,0,0,429,315,0.22602899781599972,0.7803655030068817,0.07049194564314465,0.8381549749886426,112,112,0.00540492367266987,0.9524153059966436,0
1.695962919146052,tcp,ftp,RSTR,3156,2396,0,0,0,67,125,0.640476042175844,0.4763357333010988,0.18564670490124302,0.8028109348245005,108,247,0.0013462709565636999,0.8835647283701904,0
0.5983876860868067,udp,smtp,RSTR,4242,2162,0,0,0,342,399,0.9789811151748089,0.4975398521461022,0.6642193849889683,0.9609201469288247,47,11,0.3781007697874508,0.27061999469359665,0
20.112308644799395,udp,domain,REJ,3695,2745,0,0,0,492,245,0.6034930960433786,0.20468010905728395,0.881690611843508,0.5359350788521182,215,205,0.14339537001089253,0.19416286904608226,0
9.190821536272646,udp,http,REJ,3452,1591,0,0,0,194,30,0.35781408411354887,0.5911303032585165,0.8141256855911618,0.48849563265990537,196,251,0.018386142151597284,0.474434893620735,1
12.312500617045902,icmp,ftp,REJ,914,3111,0,0,0,472,426,0.6478174459905284,0.18613589775334793,0.6851343098744841,0.4018871998907301,91,234,0.4640666894045047,0.007334150836180275,0
0.20799307999138622,tcp,ftp,S0,1308,3930,0,0,0,162,485,0.12292067846538757,0.33156469906719377,0.11043186341110267,0.15369104284420454,18,3,0.9430618974069715,0.025809392863181735,1
35.03557475158312,icmp,ftp,S0,4177,1996,0,1,0,347,122,0.8886590802653986,0.8550302016199351,0.28918744629594983,0.5726072328820224,149,137,0.3238195749024314,0.5532906396230001,1
17.86429543354675,icmp,smtp,REJ,513,1312,0,0,0,439,125,0.5030839507798364,0.20707580921085522,0.309806875322469,0.2770125243259788,220,60,0.6611406784286965,0.520449404165286,1
2.3868762524894698,udp,domain,REJ,1920,1285,0,0,0,361,37,0.44934974203964206,0.07115828517343281,0.24995694639762123,0.9213075122129755,227,76,0.6522353531324407,0.99458198903526,0
2.0067898874966335,icmp,domain,REJ,3594,4311,0,0,0,257,170,0.5858647884535192,0.0690075926128163,0.5150056597097231,0.5831908042770976,214,87,0.25108010366516775,0.2018418353637581,1
2.0261142283225704,udp,http,RSTR,4841,2383,0,0,0,72,124,0.6247838627894025,0.9407845205031079,0.5355538148796726,0.5928401805081102,104,14,0.6504252488238643,0.2581039291604684,0
3.627537294604771,tcp,http,S0,1409,3239,0,0,0,87,357,0.07177580622651303,0.5069204379618346,0.3568859751711102,0.35492466087701,151,225,0.21233397428689127,0.11354064232628669,1
7.439278308608545,udp,ftp,RSTR,4802,2139,0,0,0,422,35,0.6826172212234024,0.40941207181701833,0.353789158736436,0.05198935197770749,192,18,0.12200741357688905,0.9175430096537447,1
5.655370667803367,tcp,http,RSTR,4566,1704,0,0,0,262,87,0.24193168031552958,0.8108785810079184,0.8285555979060814,0.03174376537298862,195,113,0.7013832855596901,0.7778112444584507,0
3.442229925539415,udp,smtp,REJ,3190,362,0,0,0,214,134,0.7139526325065898,0.835825927910516,0.7892928483196856,0.4233351441531975,40,251,0.11344081710391674,0.8223391114568475,0
9.463708738997987,icmp,domain,REJ,4491,2604,0,0,0,153,196,0.8225347943841967,0.3321910331156046,0.30779583168074565,0.08456537809723785,242,233,0.9969092185893553,0.9027637879645087,0
1.5023452872733867,icmp,ftp,SF,1555,1716,0,0,0,210,274,0.8039585075525203,0.6936180574737952,0.9137884438732593,0.6068469555401391,138,73,0.18345240115022932,0.5248999867258383,0
3.4551551200240227,tcp,http,SF,804,4451,0,0,0,401,508,0.5525009674078891,0.7711228158518866,0.952815017002506,0.8809730056396574,89,23,0.5941418627564575,0.4511931914507237,0
4.56277218220847,tcp,smtp,RSTR,1279,4286,0,0,0,61,201,0.5201698923107512,0.6546506868659545,0.32674254203004083,0.8829148165187222,180,202,0.4113745714125894,0.3303914736656165,0
6.08934687859775,tcp,smtp,S0,3577,3738,0,0,0,268,369,0.14287596133941172,0.15159507480009937,0.35442494879305486,0.6590454101322324,241,83,0.1263864224056671,0.5892146143478555,0
15.379360110309118,udp,http,REJ,2901,2469,0,0,0,262,285,0.7753461504031356,0.875883083517057,0.5056341534219588,0.211231831472931,200,125,0.027843907577413396,0.4542783967898225,0
2.227358621286903,udp,domain,REJ,1387,4795,0,0,0,218,77,0.27140938044671437,0.5390945527360087,0.9411208125336735,0.8629968313588721,247,175,0.6227322822928333,0.4515655866055751,0
7.220291550331277,tcp,http,RSTR,4688,556,0,0,0,283,59,0.49669542281794654,0.2824724263700037,0.8763194331423115,0.8860934353132082,203,69,0.8067575637891261,0.9369278637311389,0
8.975047213097605,icmp,ftp,SF,2761,825,0,1,0,136,431,0.2842740929275167,0.4252281854376939,0.1025679625835898,0.1966535849529587,61,47,0.842015661506744,0.9840315142791302,0
0.47563849756408544,udp,http,S0,2679,2808,0,0,0,467,126,0.13382836299969314,0.03757109039890738,0.3927307432714162,0.7374260857706773,192,116,0.48271347307693446,0.7964843893295808,0
9.353330206496102,udp,smtp,SF,2106,4521,0,1,0,380,500,0.6295576968917366,0.12786680122241756,0.5533711897497718,0.28651954892712295,5,215,0.7774554671823856,0.7567580902469283,0
1.8696125197741642,udp,http,SF,4223,2719,0,0,0,362,401,0.05433203482290383,0.7655467505158609,0.50313247255154,0.8026403123529297,122,30,0.6728471334885447,0.6805581617791014,0
0.6726393087930425,tcp,domain,SF,4831,3508,0,0,0,449,109,0.7486452341262,1.1634755366141114e-05,0.19386306793689267,0.9972378999036027,237,25,0.7242545274991332,0.1660748523335137,1
29.73687793506931,tcp,private,SF,2768,3741,0,0,0,441,224,0.31758679526111666,0.4165658284822922,0.8588167711681547,0.030026005329392813,181,156,0.4925990052218141,0.059105820875654524,0
33.706303424611725,tcp,http,REJ,3953,1574,0,0,0,93,496,0.00013469300448532007,0.5225101810855884,0.6769407829968374,0.8973658657909319,55,226,0.6334117402421271,0.6907263151132631,0
16.523315728128768,tcp,domain,REJ,3186,3998,0,0,0,109,278,0.5111291392372298,0.054634420000972295,0.8379083748518036,0.622630533598658,37,237,0.805525913576057,0.728786222256576,0
3.632878599687583,tcp,domain,SF,3280,2129,0,0,0,241,68,0.046851908527603126,0.9730781629723328,0.8587642793494722,0.9733826191648212,56,248,0.39788417555702305,0.046972991098139794,1
1.0277731500250624,icmp,smtp,S0,2573,2403,0,0,0,355,69,0.27616955782089947,0.22612533124967193,0.7483558536657398,0.4650095175264276,187,112,0.8059789008675837,0.9280517502288481,1
11.527507630986618,icmp,domain,RSTR,4616,3329,0,0,0,424,165,0.7069764874557162,0.30419871963628087,0.43921060124971734,0.8473879305713737,237,239,0.5920168427890629,0.09114063944467754,1
5.800908425853983,tcp,domain,S0,2599,588,0,0,0,142,489,0.06268962162186587,0.30394251225502733,0.6105467550154245,0.06239406859827723,102,25,0.16590102437078624,0.2859005337712024,1
1.3015223395444864,udp,domain,S0,4033,2012,0,0,0,291,305,0.8393384923560023,0.2304166621173499,0.16036540611974315,0.3352790500782957,93,74,0.024684157224584613,0.6723898127987045,0
6.835472281341501,tcp,domain,S0,236,1547,0,0,0,432,397,0.003819922658583108,0.001473822086311416,0.6736454174749077,0.06701653775120997,197,206,0.36275360039915205,0.16987259440447633,0
0.34993721443479087,icmp,ftp,SF,1304,294,0,0,0,237,162,0.24682386920190225,0.7293447940879964,0.17925325573928075,0.9753431334790705,73,234,0.5466963282963399,0.05541588844224443,0
24.004228873930238,icmp,ftp,REJ,3430,1985,0,0,0,340,365,0.7409040561520714,0.9668454997992854,0.6939495905101568,0.8169739072718367,59,249,0.8398203522034884,0.3311464891641498,1
2.994577768406861,udp,smtp,S0,1301,3117,0,0,0,312,342,0.3162701497293068,0.22429348328504506,0.22959816075396866,0.8525474212459705,240,238,0.1274856801402462,0.7659715748551791,1
10.862557985649804,icmp,http,SF,2541,1690,0,3,0,177,309,0.10189238806601353,0.6630471918034224,0.11755130015021997,0.9379652314338942,2,58,0.8002063476835791,0.41367867898526034,1
